t,['0.0:7.21e+18'],['7.21e+18:1.44e+19'],['1.44e+19:2.16e+19'],['2.16e+19:2.88e+19'],['2.88e+19:3.6e+19'],['3.6e+19:4.32e+19'],['4.32e+19:5.04e+19'],['5.04e+19:5.77e+19'],['5.77e+19:6.49e+19'],['6.49e+19:7.21e+19'],['7.21e+19:7.93e+19'],['7.93e+19:8.65e+19'],['8.65e+19:9.37e+19'],['9.37e+19:1.01e+20'],['1.01e+20:1.08e+20'],['1.08e+20:1.15e+20'],['1.15e+20:1.23e+20'],['1.23e+20:1.3e+20'],['1.3e+20:1.37e+20'],['1.37e+20:1.44e+20'],['1.44e+20:1.51e+20'],['1.51e+20:1.59e+20'],['1.59e+20:1.66e+20'],['1.66e+20:1.73e+20'],['1.73e+20:1.8e+20'],['1.8e+20:1.87e+20'],['1.87e+20:1.95e+20'],['1.95e+20:2.02e+20'],['2.02e+20:2.09e+20'],['2.09e+20:2.16e+20'],['2.16e+20:2.23e+20'],['2.23e+20:2.31e+20'],['2.31e+20:2.38e+20'],['2.38e+20:2.45e+20'],['2.45e+20:2.52e+20'],['2.52e+20:2.59e+20'],['2.59e+20:2.67e+20'],['2.67e+20:2.74e+20'],['2.74e+20:2.81e+20'],['2.81e+20:2.88e+20'],['2.88e+20:2.95e+20'],['2.95e+20:3.03e+20'],['3.03e+20:3.1e+20'],['3.1e+20:3.17e+20'],['3.17e+20:3.24e+20'],['3.24e+20:3.31e+20'],['3.31e+20:3.39e+20'],['3.39e+20:3.46e+20'],['3.46e+20:3.53e+20'],['3.53e+20:3.6e+20'],['3.6e+20:3.68e+20'],['3.68e+20:3.75e+20'],['3.75e+20:3.82e+20'],['3.82e+20:3.89e+20'],['3.89e+20:3.96e+20'],['3.96e+20:4.04e+20'],['4.04e+20:4.11e+20'],['4.11e+20:4.18e+20'],['4.18e+20:4.25e+20'],['4.25e+20:4.32e+20'],['4.32e+20:4.4e+20'],['4.4e+20:4.47e+20'],['4.47e+20:4.54e+20'],['4.54e+20:4.61e+20'],['4.61e+20:4.68e+20'],['4.68e+20:4.76e+20'],['4.76e+20:4.83e+20'],['4.83e+20:4.9e+20'],['4.9e+20:4.97e+20'],['4.97e+20:5.04e+20'],['5.04e+20:5.12e+20'],['5.12e+20:5.19e+20'],['5.19e+20:5.26e+20'],['5.26e+20:5.33e+20'],['5.33e+20:5.4e+20'],['5.4e+20:5.48e+20'],['5.48e+20:5.55e+20'],['5.55e+20:5.62e+20'],['5.62e+20:5.69e+20'],['5.69e+20:5.77e+20'],['5.77e+20:5.84e+20'],['5.84e+20:5.91e+20'],['5.91e+20:5.98e+20'],['5.98e+20:6.05e+20'],['6.05e+20:6.13e+20'],['6.13e+20:6.2e+20'],['6.2e+20:6.27e+20'],['6.27e+20:6.34e+20'],['6.34e+20:6.41e+20'],['6.41e+20:6.49e+20'],['6.49e+20:6.56e+20'],['6.56e+20:6.63e+20'],['6.63e+20:6.7e+20'],['6.7e+20:6.77e+20'],['6.77e+20:6.85e+20'],['6.85e+20:6.92e+20'],['6.92e+20:6.99e+20'],['6.99e+20:7.06e+20'],['7.06e+20:7.13e+20'],['7.13e+20:7.21e+20'],['7.21e+20:7.28e+20'],['7.28e+20:7.35e+20'],['7.35e+20:7.42e+20'],['7.42e+20:7.49e+20'],['7.49e+20:7.57e+20'],['7.57e+20:7.64e+20'],['7.64e+20:7.71e+20'],['7.71e+20:7.78e+20'],['7.78e+20:7.85e+20'],['7.85e+20:7.93e+20'],['7.93e+20:8e+20'],['8e+20:8.07e+20'],['8.07e+20:8.14e+20'],['8.14e+20:8.22e+20'],['8.22e+20:8.29e+20'],['8.29e+20:8.36e+20'],['8.36e+20:8.43e+20'],['8.43e+20:8.5e+20'],['8.5e+20:8.58e+20'],['8.58e+20:8.65e+20'],['8.65e+20:8.72e+20'],['8.72e+20:8.79e+20'],['8.79e+20:8.86e+20'],['8.86e+20:8.94e+20'],['8.94e+20:9.01e+20'],['9.01e+20:9.08e+20'],['9.08e+20:9.15e+20'],['9.15e+20:9.22e+20'],['9.22e+20:9.3e+20'],['9.3e+20:9.37e+20'],['9.37e+20:9.44e+20'],['9.44e+20:9.51e+20'],['9.51e+20:9.58e+20'],['9.58e+20:9.66e+20'],['9.66e+20:9.73e+20'],['9.73e+20:9.8e+20'],['9.8e+20:9.87e+20'],['9.87e+20:9.94e+20'],['9.94e+20:1e+21'],['1e+21:1.01e+21'],['1.01e+21:1.02e+21'],['1.02e+21:1.02e+21'],['1.02e+21:1.03e+21'],['1.03e+21:1.04e+21'],['1.04e+21:1.04e+21'],['1.04e+21:1.05e+21'],['1.05e+21:1.06e+21'],['1.06e+21:1.07e+21'],['1.07e+21:1.07e+21'],['1.07e+21:1.08e+21'],['1.08e+21:1.09e+21'],['1.09e+21:1.1e+21'],['1.1e+21:1.1e+21'],['1.1e+21:1.11e+21'],['1.11e+21:1.12e+21'],['1.12e+21:1.12e+21'],['1.12e+21:1.13e+21'],['1.13e+21:1.14e+21'],['1.14e+21:1.15e+21'],['1.15e+21:1.15e+21'],['1.15e+21:1.16e+21'],['1.16e+21:1.17e+21'],['1.17e+21:1.17e+21'],['1.17e+21:1.18e+21'],['1.18e+21:1.19e+21'],['1.19e+21:1.2e+21'],['1.2e+21:1.2e+21'],['1.2e+21:1.21e+21'],['1.21e+21:1.22e+21'],['1.22e+21:1.23e+21'],['1.23e+21:1.23e+21'],['1.23e+21:1.24e+21'],['1.24e+21:1.25e+21'],['1.25e+21:1.25e+21'],['1.25e+21:1.26e+21'],['1.26e+21:1.27e+21'],['1.27e+21:1.28e+21'],['1.28e+21:1.28e+21'],['1.28e+21:1.29e+21'],['1.29e+21:1.3e+21'],['1.3e+21:1.3e+21'],['1.3e+21:1.31e+21'],['1.31e+21:1.32e+21'],['1.32e+21:1.33e+21'],['1.33e+21:1.33e+21'],['1.33e+21:1.34e+21'],['1.34e+21:1.35e+21'],['1.35e+21:1.35e+21'],['1.35e+21:1.36e+21'],['1.36e+21:1.37e+21'],['1.37e+21:1.38e+21'],['1.38e+21:1.38e+21'],['1.38e+21:1.39e+21'],['1.39e+21:1.4e+21'],['1.4e+21:1.41e+21'],['1.41e+21:1.41e+21'],['1.41e+21:1.42e+21'],['1.42e+21:1.43e+21'],['1.43e+21:1.43e+21'],['1.43e+21:1.44e+21'],['1.44e+21:1.45e+21']
138.0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,8,15,12,4,13,8,10,10,3,6,8,3,4,5,3,3,3,7,6,3,10,4,0,5,2,8,4,3,3,1,1,1,2,5,1,2,1,1,3,3,0,1,0,0,2,3,1,0,0,0,1,1,0,3,0,0,0,0,2,2,2,3,5,3,3,3,5,3,5,6,2,5,7,4,2,5,2,4,5,3,3,4,5,4,4,5,1,2,3,2,3,4,2,1,1,4,0,3,1,1,4,3,3,2,4,2,3,4,2,2,2,2,1,3,2,1,3,3,2,2,1,3,3,3,0,4,0,2,2,1,1,6,0,2,0,2,0,0,0,0
139.0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,13,10,13,9,12,8,12,11,9,13,5,4,5,6,7,4,2,5,4,2,1,6,0,4,4,3,1,3,1,0,4,3,1,1,3,1,3,0,0,2,3,1,0,2,0,1,0,0,1,2,2,0,0,2,1,2,0,3,1,1,1,3,0,3,5,7,2,5,5,5,4,6,3,4,7,6,5,5,2,2,2,6,3,5,6,6,1,5,4,6,2,1,4,4,1,4,6,1,5,1,4,3,1,2,1,2,1,3,1,3,5,0,2,5,1,3,2,6,3,1,1,1,2,2,2,2,2,4,1,0,1,0,1,3,2,0,0,0,0,0
140.0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,15,9,6,7,19,15,8,18,8,8,10,9,5,2,6,10,3,4,6,4,5,4,6,1,3,2,3,2,2,2,0,5,2,4,0,2,3,3,1,0,2,4,3,1,1,2,1,1,4,2,1,2,0,0,0,3,1,1,2,0,2,0,1,4,2,4,5,5,3,3,4,3,6,6,3,1,5,5,4,9,2,6,3,4,3,4,5,4,4,4,5,0,4,4,3,1,3,4,1,1,2,3,2,0,2,2,3,1,2,1,3,2,1,4,1,2,2,2,0,2,2,1,3,4,1,1,3,5,3,1,0,0,0,1,2,0,0,0,0,0,0,0
141.0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,17,16,12,13,6,8,9,4,3,4,5,7,9,8,7,4,7,7,2,2,3,2,1,0,3,3,3,2,4,0,1,1,3,4,2,1,0,1,2,1,3,0,1,1,4,3,0,0,1,0,1,2,1,0,1,1,1,0,0,3,0,2,3,2,3,5,3,3,7,6,7,4,7,4,5,2,6,5,5,6,3,6,4,9,2,3,3,1,6,5,3,1,1,5,3,2,3,4,1,4,4,2,3,3,3,5,2,5,4,3,3,1,3,1,3,0,1,0,2,1,1,1,2,1,3,1,1,4,1,0,1,0,2,1,0,0,0,0,0
142.0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,6,13,15,12,10,14,13,8,9,4,8,10,10,11,7,2,7,2,7,2,2,4,4,3,4,3,1,3,2,0,2,2,2,1,1,1,3,1,2,1,3,0,0,0,3,2,2,0,1,1,0,0,1,1,3,0,1,2,1,1,3,2,5,0,6,3,3,5,6,1,4,7,8,8,8,6,7,1,2,4,2,3,2,0,2,5,1,4,3,1,2,4,3,1,1,2,1,4,3,1,2,5,1,2,5,4,2,2,4,4,3,3,1,0,1,1,2,1,1,2,2,1,4,2,3,2,3,1,3,2,0,3,4,1,0,0,1,0,0,0
143.0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,16,1,10,19,17,9,14,10,10,5,9,8,7,7,4,4,2,9,5,1,3,1,5,3,1,3,0,4,1,2,4,1,2,4,1,2,5,2,1,2,3,1,1,1,3,1,1,2,0,0,1,1,2,1,1,1,0,1,3,0,0,3,1,1,2,2,5,4,6,9,8,3,2,2,6,4,7,9,4,3,2,3,5,5,4,4,7,2,1,3,4,3,3,1,3,2,4,4,2,4,3,1,5,3,4,2,2,1,2,2,3,5,2,2,2,1,3,1,2,4,3,3,2,2,0,2,3,0,1,0,1,0,2,4,1,0,0,0,0,0,0
144.0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,10,8,17,13,13,12,8,7,10,11,7,5,5,6,6,1,5,10,7,0,2,3,4,2,2,2,3,1,3,3,3,3,1,2,1,1,1,3,1,1,1,0,1,0,1,4,0,2,1,1,2,0,0,0,0,0,0,1,0,1,1,1,0,3,2,2,5,5,6,2,5,6,4,3,5,7,6,2,1,6,4,5,5,2,1,3,3,3,3,3,2,1,3,1,1,6,2,1,1,2,2,2,3,1,1,1,2,1,1,2,2,9,2,2,1,2,2,2,2,1,4,2,2,0,1,2,2,3,1,2,1,1,1,1,0,1,0,0,0,0
145.0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,9,7,15,10,10,5,13,19,3,10,5,9,2,9,9,2,7,2,5,5,4,5,3,3,6,1,2,5,1,5,2,1,1,2,2,2,2,1,1,0,2,3,1,1,2,1,0,3,2,1,5,2,1,1,0,0,2,2,0,1,0,3,2,1,6,2,1,1,1,1,4,7,3,6,3,4,6,4,5,4,6,7,4,6,3,6,4,5,3,1,7,4,2,2,3,4,5,0,0,2,8,2,1,4,5,3,1,0,5,1,2,3,0,2,1,0,2,2,2,2,4,2,1,2,3,1,0,2,1,4,0,4,1,0,0,2,1,0,0,0,0
146.0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,15,12,16,11,8,12,12,16,9,7,8,2,4,10,6,6,6,2,5,5,3,3,2,3,5,2,3,3,4,1,2,4,3,2,3,0,1,1,0,1,3,0,0,1,2,1,2,1,0,0,0,1,2,1,1,0,0,3,0,1,1,1,8,2,3,4,3,1,6,2,5,3,6,5,3,8,4,4,6,6,3,3,1,8,3,6,1,4,3,4,2,3,2,5,0,3,1,1,1,3,1,3,1,4,2,3,3,0,2,1,3,1,5,5,3,3,3,1,1,5,2,2,4,4,2,1,4,1,1,0,0,1,0,0,1,0,0,0,0,0
147.0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,10,9,10,11,13,20,18,12,7,8,9,6,5,8,4,5,2,7,1,5,4,7,4,4,2,1,0,3,1,3,2,6,1,2,2,2,3,0,1,0,2,0,0,3,1,3,0,2,1,0,0,0,0,0,1,0,0,0,1,1,2,3,1,0,3,2,4,7,6,7,3,5,2,7,5,2,9,8,4,5,4,5,2,6,5,5,4,10,2,5,1,5,5,2,2,3,0,1,5,5,3,3,4,0,4,2,4,2,1,2,2,2,0,3,0,0,0,0,5,4,2,2,2,3,2,3,2,1,1,3,1,0,1,0,0,0,1,1,0,0,0
148.0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,18,12,13,11,12,14,12,8,18,9,3,7,6,8,4,4,8,7,0,4,4,3,6,3,2,7,7,4,1,3,1,2,4,2,3,2,2,1,0,2,0,3,2,4,0,1,2,1,1,3,2,0,4,1,2,1,1,1,4,2,0,4,6,2,2,3,2,6,6,8,4,6,2,4,3,3,6,6,7,4,5,6,5,2,4,8,3,0,5,6,1,2,1,1,4,3,1,4,2,2,1,2,1,4,2,3,4,1,2,0,2,2,3,2,1,0,1,2,1,1,0,1,3,1,1,0,2,2,1,1,0,0,2,2,0,0,1,0,0,0
149.0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,12,16,13,7,9,12,10,10,13,6,8,8,11,5,7,5,10,4,2,1,5,2,2,2,2,10,2,2,2,3,3,1,0,1,0,2,4,0,3,5,1,1,0,1,3,1,2,2,0,2,0,1,1,1,1,0,0,2,4,0,2,4,7,2,0,3,2,2,3,3,5,6,6,3,4,4,5,1,6,6,4,2,6,2,1,5,4,5,4,4,3,3,3,1,3,6,1,3,1,2,2,1,3,0,2,0,2,3,1,1,5,0,1,3,4,0,0,3,3,2,1,1,3,0,2,0,0,3,1,1,1,1,0,1,0,0,0,0,0,0
150.0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14,12,20,12,14,17,8,7,9,10,7,10,4,6,6,2,3,5,1,5,3,6,1,0,0,4,3,3,0,4,3,2,1,0,4,3,0,1,2,1,0,0,0,1,5,1,0,1,2,2,3,0,0,0,1,1,1,1,0,2,1,2,3,6,3,3,8,3,7,2,7,5,4,4,4,3,4,5,5,5,2,9,5,5,2,4,5,1,2,6,2,2,3,3,3,0,3,1,2,3,4,2,1,2,2,2,7,1,3,2,1,2,2,1,4,1,2,2,1,2,3,1,0,1,4,0,1,3,5,1,2,0,2,0,0,0,0,0,0,0
151.0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,11,14,17,11,17,12,10,7,8,7,4,7,10,12,6,7,8,4,1,5,6,9,0,6,0,2,4,0,5,3,3,2,3,2,0,0,1,2,0,1,1,1,1,3,2,0,0,0,1,2,0,1,0,1,1,0,2,0,0,4,4,5,5,1,6,7,4,1,2,5,9,3,3,1,3,2,5,2,6,7,4,4,6,4,3,2,5,7,0,3,2,1,4,0,2,3,2,3,4,3,4,0,2,1,2,0,2,4,0,2,1,4,1,0,2,0,2,2,0,2,0,1,3,1,1,4,1,2,0,2,0,1,2,0,0,1,0,0,0,0
152.0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,8,10,24,25,16,13,12,9,12,10,12,9,7,6,8,7,9,6,5,7,7,4,2,3,3,3,4,0,2,1,2,2,2,2,1,1,1,0,1,3,3,0,1,1,3,2,2,2,2,1,0,1,0,1,0,0,1,1,3,2,3,1,3,2,2,5,3,1,11,7,3,7,5,3,2,6,2,6,4,5,4,4,4,4,4,6,2,5,3,3,3,5,3,2,3,3,3,1,3,3,1,3,1,2,3,2,2,5,5,0,1,2,3,4,1,3,4,2,4,2,1,2,0,0,1,1,1,3,2,0,2,2,0,2,1,0,0,0,0,0
153.0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,6,12,14,14,21,22,6,6,12,9,10,7,11,12,13,5,5,3,7,4,6,9,5,2,4,3,3,5,0,5,3,2,1,0,4,2,1,4,0,2,0,1,0,0,2,1,3,2,1,1,0,1,1,0,0,3,0,0,1,0,6,2,4,5,2,1,6,2,1,4,5,4,3,2,6,7,5,5,5,6,3,5,5,0,5,2,5,7,5,7,3,3,2,5,3,4,5,4,3,3,2,3,1,1,1,2,1,1,1,2,4,3,1,0,2,3,1,2,1,1,2,1,3,4,2,3,3,1,1,4,1,2,1,0,0,2,0,0,0,0,0
154.0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,11,21,9,11,9,13,10,5,8,10,7,10,5,4,5,3,4,5,1,2,5,4,1,5,4,6,2,5,2,5,3,2,1,4,2,1,2,0,0,3,2,0,1,1,2,0,0,1,1,1,1,0,0,4,0,0,1,0,2,1,1,2,2,1,7,4,5,7,3,6,2,7,4,11,4,8,5,3,7,6,4,4,1,5,3,4,2,2,2,3,3,4,4,2,1,1,4,2,1,0,1,4,4,5,2,4,3,5,3,2,1,0,1,3,7,3,2,2,0,2,1,1,1,0,3,3,5,0,2,1,2,2,4,0,2,1,0,0,0,0
155.0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,10,13,16,16,8,12,10,8,9,8,9,7,11,8,6,5,7,6,3,6,2,5,3,1,2,7,2,3,5,2,3,4,0,3,4,3,2,0,4,1,2,1,1,1,0,4,1,1,2,0,1,2,3,2,2,1,1,1,1,0,4,1,4,2,2,3,9,6,5,3,3,2,7,4,9,5,8,4,5,4,5,5,3,9,7,4,4,4,2,9,3,0,4,3,2,2,2,1,2,4,0,2,6,0,2,1,0,2,2,4,3,3,1,1,4,2,1,4,1,4,1,3,3,2,2,3,4,1,3,1,1,0,2,2,0,2,0,0,0,0,0
156.0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,8,13,17,12,7,13,13,6,5,8,8,4,5,6,2,3,3,3,2,7,4,1,3,2,2,4,3,2,3,1,2,3,1,3,0,1,0,1,0,3,3,3,4,3,2,2,5,0,0,0,4,1,1,4,0,0,2,0,0,3,3,3,3,5,3,3,7,6,3,7,4,8,8,6,8,4,6,5,4,11,4,5,5,3,4,2,7,3,10,6,4,3,2,4,2,1,3,4,4,3,1,2,3,1,2,4,6,3,3,4,1,3,3,0,1,0,2,0,1,1,1,1,2,0,4,1,1,1,0,4,0,0,2,0,0,1,0,0,0,0
157.0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,6,8,13,17,15,11,15,10,15,9,6,10,6,6,8,6,4,5,7,5,6,6,5,4,3,3,0,5,3,0,4,2,4,1,1,2,2,1,2,2,1,2,0,0,1,1,4,0,3,0,2,2,0,3,0,1,0,3,4,2,1,1,4,5,0,5,3,4,5,4,6,5,9,5,3,10,8,5,5,4,5,4,7,3,3,6,6,7,6,2,2,2,4,4,5,3,3,3,2,2,3,0,2,3,3,2,1,4,4,1,2,5,1,2,2,3,0,0,2,5,1,2,1,0,1,1,2,1,0,2,1,3,0,0,0,0,1,1,0,0,0,0
158.0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,12,14,15,14,16,10,15,12,4,10,12,8,5,5,6,10,2,4,7,4,2,4,5,3,7,1,2,5,7,5,4,3,4,1,2,1,1,4,2,1,2,0,1,1,2,0,2,2,1,2,2,1,1,0,0,0,3,0,3,1,3,5,3,5,6,3,1,5,5,6,5,12,9,3,4,4,3,5,5,8,3,5,6,7,5,1,6,8,7,2,3,3,3,1,1,5,3,3,1,5,2,2,3,2,3,1,3,2,1,2,3,2,2,2,1,3,2,2,2,3,2,3,1,3,1,1,6,4,1,0,1,2,1,0,1,1,1,0,0,0,0,0
159.0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,9,12,9,18,16,4,13,11,8,7,13,6,4,7,5,5,3,2,5,7,3,5,8,5,2,4,2,4,2,6,1,2,3,0,1,2,1,1,2,1,1,4,2,1,0,1,3,1,2,0,2,2,1,2,1,1,2,5,2,3,3,0,2,3,6,2,7,4,2,4,6,9,8,3,8,5,4,0,8,2,3,3,5,3,3,3,6,5,4,3,2,7,1,4,3,3,4,6,3,1,5,4,1,4,1,5,3,1,2,3,1,2,5,3,0,4,4,4,1,2,1,4,2,2,1,2,1,1,3,0,1,4,2,2,2,0,0,0,0,0,0,0
160.0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,11,12,10,12,9,7,12,9,4,2,16,11,5,7,8,8,9,6,9,4,1,3,5,2,6,4,1,2,3,0,3,4,3,2,1,0,2,3,0,1,0,0,1,5,0,2,2,3,1,1,1,0,1,1,0,4,2,1,2,0,1,1,3,2,3,7,8,6,7,5,6,6,7,6,2,7,6,4,4,5,2,7,4,4,3,5,4,2,6,3,3,3,3,1,4,5,3,2,1,0,4,1,2,0,4,3,2,4,2,0,3,1,3,4,0,1,1,1,3,0,1,2,3,2,3,2,1,4,3,3,3,2,0,0,1,0,1,0,0,0,0,0
161.0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,10,15,15,10,9,11,11,4,5,13,13,8,10,9,6,5,2,9,12,3,6,5,4,0,4,1,5,1,2,1,2,3,2,2,4,0,1,1,1,0,3,0,0,1,0,0,3,1,0,0,1,2,1,2,3,2,0,0,0,0,2,1,2,2,1,2,6,6,7,3,7,6,5,8,6,5,2,5,10,2,3,4,5,5,9,2,4,4,4,7,3,5,4,3,4,1,5,0,6,7,2,3,2,2,2,1,2,5,5,2,5,2,1,3,2,1,0,3,1,1,1,1,1,3,1,1,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0
162.0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,14,19,11,20,12,6,11,8,5,8,7,5,7,7,4,2,6,7,0,3,7,6,6,3,1,3,3,3,1,5,4,2,1,4,2,1,1,1,4,0,1,2,2,4,1,0,1,2,1,1,0,0,2,1,0,1,4,2,0,4,0,4,4,2,6,5,8,4,4,6,7,1,3,7,5,6,6,2,5,3,9,3,6,4,1,2,7,6,3,4,1,2,6,3,4,3,1,5,6,5,4,4,4,1,0,4,2,1,3,0,6,2,2,0,4,0,1,2,1,2,0,0,0,4,4,2,0,2,0,2,0,0,1,1,1,0,0,0,0,0
163.0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,4,9,15,17,11,14,6,7,9,11,7,2,6,5,4,6,8,1,3,4,5,4,7,1,3,8,4,2,4,3,3,1,0,4,2,2,1,2,2,2,1,4,0,1,1,1,0,2,0,2,1,1,0,1,1,0,1,0,3,1,2,2,2,4,1,5,6,9,5,4,4,9,5,2,8,3,5,4,7,6,2,4,3,6,4,4,4,3,5,5,4,4,5,4,0,6,3,3,6,2,2,0,3,2,1,0,1,3,1,3,4,0,3,1,3,2,2,2,1,2,2,2,1,1,3,0,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0
